produto,eixo,orçamentário,ação,objetivo,prefeitura bairro,unidade,meta física,programa,extra
Centro Construído,DESENVOLVIMENTO HUMANO,795074000,Construção e Reconstrução de Centros Municipais de Educação Infantil,"Expandir o acesso de qualidade à educação infantil e fundamental, ampliando as soluções para o ensino infantil que beneficiam crianças e pais, mantendo a evolução no Índice de Desenvolvimento da Educação Básica – IDEB nos anos iniciais e finais, aumentando o atendimento em tempo integral. Para tanto, visa-se a reconstrução, reforma e o aparelhamento de escolas municipais, a oferta de material pedagógico de qualidade, a qualificação profissional e a contratação de profissionais da educação, o monitoramento de resultados e a proposição de estratégias de melhoria para o desempenho da educação. Também se pretende garantir a atenção aos alunos portadores de necessidades especiais e otimizar processos que aprimorem o desempenho da educação.",Barra/Pituba,Unidade,3,Combinado - Acesso e Qualidade na Educação,5000000
Unidade Construída,DESENVOLVIMENTO HUMANO,795074000,Construção e Reconstrução de Novas Unidades de Ensino,"Expandir o acesso de qualidade à educação infantil e fundamental, ampliando as soluções para o ensino infantil que beneficiam crianças e pais, mantendo a evolução no Índice de Desenvolvimento da Educação Básica – IDEB nos anos iniciais e finais, aumentando o atendimento em tempo integral. Para tanto, visa-se a reconstrução, reforma e o aparelhamento de escolas municipais, a oferta de material pedagógico de qualidade, a qualificação profissional e a contratação de profissionais da educação, o monitoramento de resultados e a proposição de estratégias de melhoria para o desempenho da educação. Também se pretende garantir a atenção aos alunos portadores de necessidades especiais e otimizar processos que aprimorem o desempenho da educação.",Valéria,Unidade,4,Combinado - Acesso e Qualidade na Educação,5000000
Unidade Construída,DESENVOLVIMENTO HUMANO,795074000,Construção e Reconstrução de Novas Unidades de Ensino,"Expandir o acesso de qualidade à educação infantil e fundamental, ampliando as soluções para o ensino infantil que beneficiam crianças e pais, mantendo a evolução no Índice de Desenvolvimento da Educação Básica – IDEB nos anos iniciais e finais, aumentando o atendimento em tempo integral. Para tanto, visa-se a reconstrução, reforma e o aparelhamento de escolas municipais, a oferta de material pedagógico de qualidade, a qualificação profissional e a contratação de profissionais da educação, o monitoramento de resultados e a proposição de estratégias de melhoria para o desempenho da educação. Também se pretende garantir a atenção aos alunos portadores de necessidades especiais e otimizar processos que aprimorem o desempenho da educação.",Centro/Brotas,Unidade,1,Combinado - Acesso e Qualidade na Educação,5000000
Unidade Construída,DESENVOLVIMENTO HUMANO,795074000,Construção e Reconstrução de Novas Unidades de Ensino,"Expandir o acesso de qualidade à educação infantil e fundamental, ampliando as soluções para o ensino infantil que beneficiam crianças e pais, mantendo a evolução no Índice de Desenvolvimento da Educação Básica – IDEB nos anos iniciais e finais, aumentando o atendimento em tempo integral. Para tanto, visa-se a reconstrução, reforma e o aparelhamento de escolas municipais, a oferta de material pedagógico de qualidade, a qualificação profissional e a contratação de profissionais da educação, o monitoramento de resultados e a proposição de estratégias de melhoria para o desempenho da educação. Também se pretende garantir a atenção aos alunos portadores de necessidades especiais e otimizar processos que aprimorem o desempenho da educação.",Cajazeiras,Unidade,5,Combinado - Acesso e Qualidade na Educação,5000000
Unidade Construída,DESENVOLVIMENTO HUMANO,795074000,Construção e Reconstrução de Novas Unidades de Ensino,"Expandir o acesso de qualidade à educação infantil e fundamental, ampliando as soluções para o ensino infantil que beneficiam crianças e pais, mantendo a evolução no Índice de Desenvolvimento da Educação Básica – IDEB nos anos iniciais e finais, aumentando o atendimento em tempo integral. Para tanto, visa-se a reconstrução, reforma e o aparelhamento de escolas municipais, a oferta de material pedagógico de qualidade, a qualificação profissional e a contratação de profissionais da educação, o monitoramento de resultados e a proposição de estratégias de melhoria para o desempenho da educação. Também se pretende garantir a atenção aos alunos portadores de necessidades especiais e otimizar processos que aprimorem o desempenho da educação.",Pau da Lima,Unidade,4,Combinado - Acesso e Qualidade na Educação,5000000
Unidade Construída,DESENVOLVIMENTO HUMANO,795074000,Construção e Reconstrução de Novas Unidades de Ensino,"Expandir o acesso de qualidade à educação infantil e fundamental, ampliando as soluções para o ensino infantil que beneficiam crianças e pais, mantendo a evolução no Índice de Desenvolvimento da Educação Básica – IDEB nos anos iniciais e finais, aumentando o atendimento em tempo integral. Para tanto, visa-se a reconstrução, reforma e o aparelhamento de escolas municipais, a oferta de material pedagógico de qualidade, a qualificação profissional e a contratação de profissionais da educação, o monitoramento de resultados e a proposição de estratégias de melhoria para o desempenho da educação. Também se pretende garantir a atenção aos alunos portadores de necessidades especiais e otimizar processos que aprimorem o desempenho da educação.",Cabula/Tancredo Neves,Unidade,4,Combinado - Acesso e Qualidade na Educação,5000000
Unidade Construída,DESENVOLVIMENTO HUMANO,795074000,Construção e Reconstrução de Novas Unidades de Ensino,"Expandir o acesso de qualidade à educação infantil e fundamental, ampliando as soluções para o ensino infantil que beneficiam crianças e pais, mantendo a evolução no Índice de Desenvolvimento da Educação Básica – IDEB nos anos iniciais e finais, aumentando o atendimento em tempo integral. Para tanto, visa-se a reconstrução, reforma e o aparelhamento de escolas municipais, a oferta de material pedagógico de qualidade, a qualificação profissional e a contratação de profissionais da educação, o monitoramento de resultados e a proposição de estratégias de melhoria para o desempenho da educação. Também se pretende garantir a atenção aos alunos portadores de necessidades especiais e otimizar processos que aprimorem o desempenho da educação.",Liberdade/São Caetano,Unidade,3,Combinado - Acesso e Qualidade na Educação,5000000
Unidade Construída,DESENVOLVIMENTO HUMANO,795074000,Construção e Reconstrução de Novas Unidades de Ensino,"Expandir o acesso de qualidade à educação infantil e fundamental, ampliando as soluções para o ensino infantil que beneficiam crianças e pais, mantendo a evolução no Índice de Desenvolvimento da Educação Básica – IDEB nos anos iniciais e finais, aumentando o atendimento em tempo integral. Para tanto, visa-se a reconstrução, reforma e o aparelhamento de escolas municipais, a oferta de material pedagógico de qualidade, a qualificação profissional e a contratação de profissionais da educação, o monitoramento de resultados e a proposição de estratégias de melhoria para o desempenho da educação. Também se pretende garantir a atenção aos alunos portadores de necessidades especiais e otimizar processos que aprimorem o desempenho da educação.",Barra/Pituba,Unidade,1,Combinado - Acesso e Qualidade na Educação,5000000
Unidade Construída,DESENVOLVIMENTO HUMANO,795074000,Construção e Reconstrução de Novas Unidades de Ensino,"Expandir o acesso de qualidade à educação infantil e fundamental, ampliando as soluções para o ensino infantil que beneficiam crianças e pais, mantendo a evolução no Índice de Desenvolvimento da Educação Básica – IDEB nos anos iniciais e finais, aumentando o atendimento em tempo integral. Para tanto, visa-se a reconstrução, reforma e o aparelhamento de escolas municipais, a oferta de material pedagógico de qualidade, a qualificação profissional e a contratação de profissionais da educação, o monitoramento de resultados e a proposição de estratégias de melhoria para o desempenho da educação. Também se pretende garantir a atenção aos alunos portadores de necessidades especiais e otimizar processos que aprimorem o desempenho da educação.",Cidade Baixa,Unidade,3,Combinado - Acesso e Qualidade na Educação,5000000
Unidade Construída,DESENVOLVIMENTO HUMANO,795074000,Construção e Reconstrução de Novas Unidades de Ensino,"Expandir o acesso de qualidade à educação infantil e fundamental, ampliando as soluções para o ensino infantil que beneficiam crianças e pais, mantendo a evolução no Índice de Desenvolvimento da Educação Básica – IDEB nos anos iniciais e finais, aumentando o atendimento em tempo integral. Para tanto, visa-se a reconstrução, reforma e o aparelhamento de escolas municipais, a oferta de material pedagógico de qualidade, a qualificação profissional e a contratação de profissionais da educação, o monitoramento de resultados e a proposição de estratégias de melhoria para o desempenho da educação. Também se pretende garantir a atenção aos alunos portadores de necessidades especiais e otimizar processos que aprimorem o desempenho da educação.",Itapuã/Ipitanga,Unidade,2,Combinado - Acesso e Qualidade na Educação,5000000
Unidade Construída,DESENVOLVIMENTO HUMANO,795074000,Construção e Reconstrução de Novas Unidades de Ensino,"Expandir o acesso de qualidade à educação infantil e fundamental, ampliando as soluções para o ensino infantil que beneficiam crianças e pais, mantendo a evolução no Índice de Desenvolvimento da Educação Básica – IDEB nos anos iniciais e finais, aumentando o atendimento em tempo integral. Para tanto, visa-se a reconstrução, reforma e o aparelhamento de escolas municipais, a oferta de material pedagógico de qualidade, a qualificação profissional e a contratação de profissionais da educação, o monitoramento de resultados e a proposição de estratégias de melhoria para o desempenho da educação. Também se pretende garantir a atenção aos alunos portadores de necessidades especiais e otimizar processos que aprimorem o desempenho da educação.",Subúrbio/Ilhas,Unidade,3,Combinado - Acesso e Qualidade na Educação,5000000
